Year_Type,Year,Employee_Identifier,Salaries,Overtime,Other_Salaries,Total_Salary,Retirement,Health/Dental,Other_Benefits,Total_Benefits,Total_Compensation
Fiscal,2013,6400,21310.6,251.7,1172.21,22734.51,0,6253.18,1760.11,8013.29,30747.8
Fiscal,2015,32934,51886.65,2279.18,1900.6,56066.43,13862.71,11686.34,4286.04,29835.09,85901.52
Fiscal,2016,49028,212403.13,0,10620.17,223023.3,40434.15,12990.86,11937.34,65362.35,288385.65
Fiscal,2016,49476,55532.06,520.41,2137.13,58189.6,0,4298.55,3081.71,7380.26,65569.86
Calendar,2014,24464,53037.59,8887.65,4592.99,66518.23,11849.24,10242.86,5390.49,27482.59,94000.82
Fiscal,2013,53247,18262.53,0,0,18262.53,3325.6,3692.84,1369.01,8387.45,26649.98
Fiscal,2014,29451,94129.2,1184.81,0,95314.01,16084.76,12512.55,209.37,28806.68,124120.69
Calendar,2015,43640,41118.5,32.7,2761,43912.2,9913.17,11194.47,3306.26,24413.9,68326.1
Fiscal,2014,20389,9770.8,5851.91,1597.15,17219.86,2291.46,1246.46,1390.62,4928.54,22148.4
Fiscal,2015,12622,82321.55,5976.53,10957.61,99255.69,20029.73,12352.2,7917.93,40299.86,139555.55
Fiscal,2014,16763,80235.98,27463.39,4988.91,112688.28,18099.12,11813.81,1835.85,31748.78,144437.06
Calendar,2014,23211,121230.11,0,0,121230.11,25889.76,13054.94,9683.68,48628.38,169858.49
Calendar,2013,16708,103750.32,0,0,103750.32,20388.26,12918.23,8463.25,41769.74,145520.06
Fiscal,2013,31675,74673.15,9917,12677.25,97267.4,13312.52,9232.06,1618.5,24163.08,121430.48
Fiscal,2013,8475,172588.01,0,4389.8,176977.81,31342.79,12801.79,10623.53,54768.11,231745.92
Fiscal,2013,8308,120041.56,1500.53,13036.94,134579.03,21405.86,12924.88,2182.87,36513.61,171092.64
Fiscal,2014,13741,179464.25,33879.74,25664.3,239008.29,40110.39,15245.17,496.3,55851.86,294860.15
Calendar,2014,47187,64894.2,8373.37,1841.19,75108.76,19493.26,13754.12,5889.24,39136.62,114245.38
Fiscal,2014,44833,15710.02,0,0,15710.02,345.25,7107.22,1216.27,8668.74,24378.76
Calendar,2015,21405,3368.41,0,207.03,3575.44,0,594.35,263.73,858.08,4433.52
Fiscal,2013,15166,149150.42,0,250,149400.42,25448.58,12752.56,10638.77,48839.91,198240.33
Calendar,2014,49526,37704.03,0,0,37704.03,8542.86,9167.14,3066.05,20776.05,58480.08
Fiscal,2016,45597,64795.96,0,2850.75,67646.71,12151.59,10387.7,5285.37,27824.66,95471.37
Calendar,2013,46267,79277.71,48908.51,19154.24,147340.46,18239.67,12918.25,9743.28,40901.2,188241.66
Fiscal,2016,28585,6314.78,0,93.3,6408.08,0,1586.83,497.65,2084.48,8492.56
Fiscal,2013,45948,3990,0,0,3990,0,1754.09,308.91,2063,6053
Fiscal,2014,34308,178824.62,0,0,178824.62,37231.23,12512.66,18218.86,67962.75,246787.37
Calendar,2015,29591,65138.59,4641.43,671.83,70451.85,16549.1,13032.47,5333.67,34915.24,105367.09
Calendar,2014,10933,15793.81,0,0,15793.81,0,3759.57,1222.75,4982.32,20776.13
Fiscal,2013,42557,113953.08,83296.45,16310.32,213559.85,22507.87,15831.14,3402.2,41741.21,255301.06
Fiscal,2014,21564,83331.34,0,0,83331.34,17766.25,12512.55,6833.23,37112.03,120443.37
Fiscal,2015,21109,58193.67,0,0,58193.67,12767.69,6537.64,9167.07,28472.4,86666.07
Calendar,2015,32901,81942,970.2,600,83512.2,17000.25,12424.49,6628.73,36053.47,119565.67
Fiscal,2013,32949,63886.96,0,1500,65386.96,11906.96,12001.68,5439.75,29348.39,94735.35
Calendar,2015,413,96374.99,49811.5,21023.34,167209.83,27854.92,12246.44,2803.7,42905.06,210114.89
Fiscal,2014,26141,63955.89,6406.97,317.53,70680.39,18437.17,12983.14,5184.59,36604.9,107285.29
Calendar,2015,34775,56577.14,1889.83,7007.89,65474.86,12827.3,10050.47,5377.86,28255.63,93730.49
Calendar,2014,49092,26194,0,0,26194,6525.46,7531.7,2120.05,16177.21,42371.21
Calendar,2014,17376,64346.29,2024.1,0,66370.39,14063.2,12912.27,5442.68,32418.15,98788.54
Calendar,2015,22339,95497.55,0,197.07,95694.62,19693.51,12364.77,7856.44,39914.72,135609.34
Calendar,2014,34746,7354.6,0,0,7354.6,0,1327.46,569.4,1896.86,9251.46
Fiscal,2016,8392,63031.46,21978.24,1407.13,86416.83,11759.09,12773.83,6547.46,31080.38,117497.21
Calendar,2014,25305,54749.7,0,0,54749.7,12882.64,13054.94,4359.76,30297.34,85047.04
Fiscal,2016,26304,15306.35,2738.48,1147.57,19192.4,4275.01,3177.36,1470.61,8922.98,28115.38
Fiscal,2015,29325,88051.07,0,0,88051.07,19749.85,12499.78,7239.18,39488.81,127539.88
Fiscal,2015,17247,16417.6,0,678.95,17096.55,3682.48,1772.12,1408.68,6863.28,23959.83
Fiscal,2015,19342,27051.03,226.58,1803.9,29081.51,7077.7,6349.42,2203.12,15630.24,44711.75
Fiscal,2015,47640,67622.04,3275.85,3873.39,74771.28,21233.94,13543.46,5840.54,40617.94,115389.22
Fiscal,2015,4750,30754.35,0,5125.8,35880.15,905.33,0,222.07,1127.4,37007.55
Fiscal,2016,37667,186435.77,0,0,186435.77,33800.75,13068.8,11367.38,58236.93,244672.7
Calendar,2015,21618,61615.55,0,622.79,62238.34,12825.55,12400.31,5159.7,30385.56,92623.9
Fiscal,2013,34914,120521.15,12925.98,20751.16,154198.29,21491.51,12863.34,2619.4,36974.25,191172.54
Fiscal,2015,44486,95358.34,21123.85,16215.59,132697.78,26242.19,12374.84,2167.97,40785,173482.78
Fiscal,2016,10049,56775.4,0,1460,58235.4,10837.57,12376.15,4692.93,27906.65,86142.05
Calendar,2015,2617,592.33,0,17.56,609.89,0,256.85,47.22,304.07,913.96
Fiscal,2016,7635,53747.9,1164.94,658.5,55571.34,5700.7,6761.98,4385.76,16848.44,72419.78
Fiscal,2015,5368,107777.42,3896.79,3888.5,115562.71,23268.33,9860.34,1916.37,35045.04,150607.75
Fiscal,2016,19197,3850.78,0,15424.77,19275.55,698.14,399.05,1842.46,2939.65,22215.2
Fiscal,2015,25244,83894.53,2905.42,0,86799.95,18817.59,12500.56,7020.65,38338.8,125138.75
Fiscal,2014,5122,47470.95,379.08,0,47850.03,6470.03,11817.42,3775.22,22062.67,69912.7
Calendar,2013,52066,91117.74,10869.94,3603.98,105591.66,18451.66,12918.24,8436.16,39806.06,145397.72
Fiscal,2016,33727,109306.57,709.64,0,110016.21,20342.01,13030.6,9063.19,42435.8,152452.01
Fiscal,2015,14770,155114.51,0,2350.58,157465.09,34547.86,12500.57,10407.66,57456.09,214921.18
Calendar,2015,29748,55163.46,122.46,624.89,55910.81,11525.79,12131.45,4638.74,28295.98,84206.79
Fiscal,2013,9205,88004.09,2569.5,90,90663.59,16041.87,12647.74,7107.89,35797.5,126461.09
Calendar,2013,27786,41974.98,0,8981.3,50956.28,4028.71,0,8786.02,12814.73,63771.01
Fiscal,2013,46369,81459.84,0,0,81459.84,14833.84,12684.67,6585.18,34103.69,115563.53
Calendar,2015,43027,61735.02,5627.16,0,67362.18,12724,12424.5,5272.29,30420.79,97782.97
Fiscal,2013,4624,51.95,0,0,51.95,0,24.62,4.03,28.65,80.6
Fiscal,2016,5654,38383.22,4133.92,3915.22,46432.36,7418.32,7295.09,3854.33,18567.74,65000.1
Fiscal,2016,30009,21116.9,0,0,21116.9,0,4018.53,1639.2,5657.73,26774.63
Fiscal,2013,31997,68146.01,0,2178.22,70324.23,12806,12801.8,5882.39,31490.19,101814.42
Fiscal,2015,50960,60903.27,55.67,7957.96,68916.9,14992.71,10930.44,5435.23,31358.38,100275.28
Calendar,2015,11037,55554.91,0,0,55554.91,10772.36,7406.91,4549.94,22729.21,78284.12
Calendar,2014,12380,61818.01,23515.68,9671.8,95005.49,15225.77,0,7723.47,22949.24,117954.73
Fiscal,2015,31043,23058.43,0,2196.98,25255.41,6449.74,7088.44,2045.12,15583.3,40838.71
Fiscal,2015,38369,61092.93,0,626.4,61719.33,13843.6,12500.56,5109.43,31453.59,93172.92
Fiscal,2015,33827,46274.75,0,0,46274.75,0,5549.82,3582.61,9132.43,55407.18
Fiscal,2013,28228,3011.4,0,0,3011.4,0,0,237.91,237.91,3249.31
Calendar,2013,36392,67640.37,6947.46,1111.7,75699.53,18591.57,13703.75,5789.83,38085.15,113784.68
Calendar,2015,24281,8123.96,0,155.58,8279.54,1879.48,0,3813.04,5692.52,13972.06
Calendar,2014,26152,61818,211.88,1287.13,63317.01,13788.55,13054.94,4983.59,31827.08,95144.09
Fiscal,2014,38434,65988.44,13394.26,5184.13,84566.83,20425.46,13395.74,6548.29,40369.49,124936.32
Calendar,2014,40581,39691.02,0,16132.53,55823.55,8462.15,5021.13,4468.33,17951.61,73775.16
Fiscal,2016,37431,65812.26,14354.5,4138.99,84305.75,16871.24,13218.01,6588.34,36677.59,120983.34
Calendar,2015,6686,9463.59,0,2086.32,11549.91,0,0,167.47,167.47,11717.38
Calendar,2014,14217,132690.09,0,0,132690.09,28341.48,13054.94,18269.27,59665.69,192355.78
Calendar,2013,9509,99444.51,0,0,99444.51,19548.41,12918.24,7862.34,40328.99,139773.5
Fiscal,2016,47321,89208.1,0,0,89208.1,16601.65,13068.82,7271.49,36941.96,126150.06
Calendar,2014,7223,67948.01,19708.96,4078.1,91735.07,14991.62,13054.94,7381.91,35428.47,127163.54
Fiscal,2015,39874,66867.5,3051.95,1126.44,71045.89,20185.99,13391.1,5546.24,39123.33,110169.22
Fiscal,2015,20330,81966.75,3499.51,16148.6,101614.86,0,7016.35,7867.01,14883.36,116498.22
Fiscal,2016,12367,74503.82,0,0,74503.82,13865.15,13068.81,5987.1,32921.06,107424.88
Fiscal,2015,47555,561.88,0,0,561.88,144.97,244.2,50.97,440.14,1002.02
Fiscal,2016,5489,13237.41,0,0,13237.41,0,2796.45,1027.56,3824.01,17061.42
Fiscal,2013,36213,29404.15,200.18,2464.73,32069.06,5702.43,0,2517.66,8220.09,40289.15
Calendar,2013,49636,17032.22,0,0,17032.22,0,3634.76,1318.64,4953.4,21985.62
Calendar,2014,47693,138536,0,935.35,139471.35,29590.08,13054.94,9941.32,52586.34,192057.69
Calendar,2014,3789,62494.67,1286.3,0,63780.97,13587.63,11046.48,5211.91,29846.02,93626.99
Fiscal,2016,39015,23794.71,0,0,23794.71,5232.44,5437.02,1620.31,12289.77,36084.48
Calendar,2013,16454,62326.63,0,807.65,63134.28,12175.87,10525.98,4539.44,27241.29,90375.57
Fiscal,2016,23584,66088.47,1721.21,803.74,68613.42,16107.51,13267.03,5348.48,34723.02,103336.44
Fiscal,2013,51023,21599.9,2024.98,40,23664.88,0,2905.02,1837.45,4742.47,28407.35
Fiscal,2013,1061,185718,0,3723.69,189441.69,33550.15,12801.79,10886.54,57238.48,246680.17
Calendar,2013,41647,95388.48,4974.13,8618.62,108981.23,19883.15,12918.24,1835.17,34636.56,143617.79
Fiscal,2014,4462,0,0,0,0,0,0,1.53,1.53,1.53
Calendar,2013,3281,9488.23,0,18.07,9506.3,0,731.62,735.97,1467.59,10973.89
Fiscal,2015,16409,391.25,322.78,0,714.03,0,119.74,55.28,175.02,889.05
Calendar,2014,8946,174961.12,0,0,174961.12,37366.51,11444.35,10418.89,59229.75,234190.87
Fiscal,2014,2868,1028.92,530.54,55.33,1614.79,210.52,107.87,27.43,345.82,1960.61
Fiscal,2016,16497,71743.82,1683.06,5202.07,78628.95,13475.72,10880.65,1304.9,25661.27,104290.22
Calendar,2015,33262,117565.56,23470.98,7641.76,148678.3,24631.6,15052.76,2477.61,42161.97,190840.27
Calendar,2014,43611,48642,7494.1,12112.24,68248.34,13079.83,8033.81,5285.34,26398.98,94647.32
Calendar,2014,18425,130359.3,0,29805.89,160165.19,35622.84,13029.83,10304.54,58957.21,219122.4
Fiscal,2014,2559,93940.82,0,7452.33,101393.15,20028.26,12512.55,8291.76,40832.57,142225.72
Calendar,2015,13713,102019.06,0,0,102019.06,21026.27,12424.5,8348.82,41799.59,143818.65
Calendar,2014,51675,375,0,0,375,0,94.15,29.24,123.39,498.39
Fiscal,2013,50029,10760.19,0,397.57,11157.76,0,3912.86,296.05,4208.91,15366.67
Calendar,2014,48861,29579.55,900.35,2287.84,32767.74,6829.05,5799.41,1149.97,13778.43,46546.17
Calendar,2015,19737,96588.01,0,0,96588.01,19986.76,11946.62,7871.78,39805.16,136393.17
Fiscal,2015,23324,8460,0,0,8460,1897.56,1915.79,690.45,4503.8,12963.8
Fiscal,2015,18254,62180.06,4061.8,1255.24,67497.1,18825.01,12443.38,5262.59,36530.98,104028.08
Fiscal,2016,28320,128875.9,0,0,128875.9,23365.2,13068.8,10140.53,46574.53,175450.43
Fiscal,2013,23473,2119.68,0,0,2119.68,0,1274.03,164.11,1438.14,3557.82
Fiscal,2015,8382,43359.86,0,0,43359.86,0,0,3425.43,3425.43,46785.29
Fiscal,2015,1428,139116.7,22774.51,13833.69,175724.9,30031.09,12500.56,2939.45,45471.1,221196
Calendar,2013,1402,180051.05,0,1250,181301.05,34733.98,12918.24,10605.4,58257.62,239558.67
Fiscal,2015,47006,58946.42,0,607.5,59553.92,13357.92,12123.39,4909.61,30390.92,89944.84
Fiscal,2014,2002,5821.51,0,0,5821.51,1241.14,719.12,459.45,2419.71,8241.22
Fiscal,2015,39953,119241.08,23638.49,10079.02,152958.59,25765.59,12488.58,2521.69,40775.86,193734.45
Calendar,2014,45849,39110.23,56.63,1097.43,40264.29,5528.77,3486.68,-0.06,9015.39,49279.68
Fiscal,2014,22838,82677.42,0,0,82677.42,17626.76,12512.55,7087.98,37227.29,119904.71
Fiscal,2016,28967,85209.41,6041.6,280,91531.01,15909.58,12655.42,7322,35887,127418.01
Fiscal,2015,40084,94909.61,0,0,94909.61,20823.2,10776.34,7641.41,39240.95,134150.56
Fiscal,2013,11986,106045.9,62484.63,10911.43,179441.96,20351.51,12937.19,10269.6,43558.3,223000.26
Calendar,2014,48801,92384.5,1188.12,15725.94,109298.56,22545.65,12803.88,1817.47,37167,146465.56
Fiscal,2015,39762,21660.1,0,0,21660.1,4858.39,3687.91,1718.25,10264.55,31924.65
Calendar,2014,45279,24611,0,15822.41,40433.41,5189.06,2510.55,3234.43,10934.04,51367.45
Calendar,2014,4607,84308.22,0,0,84308.22,18460.04,12107.64,6862.85,37430.53,121738.75
Calendar,2014,5908,8004.5,0,0,8004.5,0,3588.53,619.7,4208.23,12212.73
Calendar,2015,25829,117129.7,175.16,10796.54,128101.4,23205.2,12424.5,2124.92,37754.62,165856.02
Fiscal,2016,27605,19426.7,0,29.02,19455.72,1036.68,8572.72,1579.72,11189.12,30644.84
Calendar,2014,5173,118898.11,46024.79,6932.04,171854.94,24963.13,13054.94,2863.97,40882.04,212736.98
Fiscal,2015,40204,135398.89,0,0,135398.89,29706.54,0,18196.22,47902.76,183301.65
Fiscal,2013,11003,96265.57,13719.49,10462.65,120447.71,19216.45,12801.79,9490.78,41509.02,161956.73
Fiscal,2014,13305,58952.09,0,0,58952.09,0,0,4645.23,4645.23,63597.32
Calendar,2015,48714,63887.09,237.85,624,64748.94,13296.02,12424.5,4991.68,30712.2,95461.14
Fiscal,2015,4983,61376.51,287.82,1999.24,63663.57,14150.44,12500.56,5232.6,31883.6,95547.17
Fiscal,2014,9042,112582.37,40911.81,17567.36,171061.54,25623.19,14717.82,2837.99,43179,214240.54
Fiscal,2014,45492,74698.24,0,1428,76126.24,15925.7,12512.55,6146.7,34584.95,110711.19
Fiscal,2015,20285,117144.51,11082.22,10413.94,138640.67,25315.94,12512.52,2351.75,40180.21,178820.88
Fiscal,2015,20232,63035.53,0,626.4,63661.93,14279.31,12500.56,5206.36,31986.23,95648.16
Fiscal,2015,11599,85567.53,1462.01,45685.2,132714.74,19677.12,7356.59,2999.3,30033.01,162747.75
Calendar,2015,6633,139740.13,16540.35,6819.32,163099.8,27616.96,12424.5,2768.66,42810.12,205909.92
Fiscal,2013,39046,75280.46,6302.61,952.03,82535.1,13881.85,12801.79,6883.83,33567.47,116102.57
Fiscal,2016,11133,6465,0,0,6465,0,1496.43,502.09,1998.52,8463.52
Calendar,2013,3982,19992,0,0,19992,4962,5741.45,1616.33,12319.78,32311.78
Calendar,2014,18210,109960.09,0,0,109960.09,23486.47,13054.94,8827.81,45369.22,155329.31
Fiscal,2016,51282,64499.81,2124.6,6228.34,72852.75,13106.68,13068.81,5993.11,32168.6,105021.35
Calendar,2015,52349,3735.32,0,366.87,4102.19,846.17,432.41,317.46,1596.04,5698.23
Calendar,2015,27930,8397,0,138246.16,146643.16,1916.88,477.86,22.33,2417.07,149060.23
Fiscal,2013,14783,59866.5,3182.5,7144.36,70193.36,12202.68,12801.79,5593.43,30597.9,100791.26
Calendar,2015,4221,80762.05,0,0,80762.05,16645.31,12424.51,6461.98,35531.8,116293.85
Calendar,2013,26163,55026,427.21,499.79,55953,10904.13,12918.24,4622.78,28445.15,84398.15
Fiscal,2014,47237,13608.01,0,0,13608.01,3377.53,2684.69,1107.15,7169.37,20777.38
Calendar,2013,31324,6871.49,0,0,6871.49,0,3160.79,531.99,3692.78,10564.27
Fiscal,2013,43714,36541.5,0,1804.35,38345.85,6791.05,4185.21,3156.29,14132.55,52478.4
Calendar,2015,29115,30786.08,0,0,30786.08,5729.26,4269.84,2498.43,12497.53,43283.61
Fiscal,2015,13009,7993.02,0,0,7993.02,2062.21,2581.83,618.81,5262.85,13255.87
Fiscal,2015,35879,66548.12,0,0,66548.12,14926.8,12500.56,5268.82,32696.18,99244.3
Calendar,2015,24363,50687.01,0,0,50687.01,11369.15,6212.25,4004.13,21585.53,72272.54
Fiscal,2015,47161,37377.65,0,1060,38437.65,9916.9,12500.56,3116.98,25534.44,63972.09
Calendar,2013,6614,58644.07,0,0,58644.07,11523.42,12918.24,4333.9,28775.56,87419.63
Fiscal,2016,32927,76066.76,0,40,76106.76,14163.47,13081.28,6071.48,33316.23,109422.99
Calendar,2014,3087,4648.94,0,0,4648.94,0,1802.9,359.92,2162.82,6811.76
Fiscal,2014,44386,26502.3,0,4454.66,30956.96,3388.63,0,7449.8,10838.43,41795.39
Fiscal,2015,7120,115745.95,0,0,115745.95,25394.68,12500.54,9108.29,47003.51,162749.46
Fiscal,2015,34064,119298.2,893.17,5312.1,125503.47,25777.9,12494.56,2114.82,40387.28,165890.75
Calendar,2015,34753,53490.42,0,0,53490.42,11947,12424.5,4341,28712.5,82202.92
Calendar,2015,41285,65592.02,2958.58,2186.93,70737.53,13732.91,12424.5,5652.76,31810.17,102547.7
Fiscal,2014,25886,26735.68,7624.87,1823.27,36183.82,8194.11,5427.38,2790.2,16411.69,52595.51
Calendar,2015,8658,68871,0,1040,69911,14406.07,12424.5,5431.74,32262.31,102173.31
Calendar,2014,2128,82975.52,1476.45,490,84941.97,18241.87,12913.53,7008,38163.4,123105.37
Calendar,2014,36308,54703.01,611.86,1884,57198.87,12091.38,13054.94,4707.9,29854.22,87053.09
Calendar,2015,9693,26535.25,0,0,26535.25,4938.21,4456.05,2048.77,11443.03,37978.28
Calendar,2015,49899,6044.5,4170.03,115.25,10329.78,1104.41,477.88,175.44,1757.73,12087.51
Calendar,2015,1205,66102.03,0,1506.02,67608.05,13907.07,12424.5,5572.11,31903.68,99511.73
Fiscal,2014,4147,138877.8,0,0,138877.8,28914.34,12512.55,9549.89,50976.78,189854.58
Fiscal,2016,319,106515.39,0,0,106515.39,25222.86,12189.97,1821.71,39234.54,145749.93
Calendar,2013,4366,95405.01,37003.85,17369.71,149778.57,21549.27,12918.24,2478.34,36945.85,186724.42
Calendar,2014,10095,47448.86,0,9594.29,57043.15,11355.12,0,9596.5,20951.62,77994.77
Fiscal,2016,12440,70438.37,19276.95,6125.76,95841.08,13730.07,10425.11,7817.3,31972.48,127813.56
Calendar,2015,32709,125815.02,0,0,125815.02,25320.89,12424.5,9894.07,47639.46,173454.48
Fiscal,2013,29612,6182.05,0,0,6182.05,0,2929.64,478.62,3408.26,9590.31
Fiscal,2016,51255,32697.5,3200.91,451.11,36349.52,6027.22,5935.83,2352.42,14315.47,50664.99
Calendar,2014,13829,9370.01,352.2,295.4,10017.61,2060.67,2008.45,821.56,4890.68,14908.29
Fiscal,2016,13636,7991.9,0,0,7991.9,1757.43,2444.17,640.45,4842.05,12833.95
Fiscal,2016,6935,115649.42,2061.56,23074.25,140785.23,21741.37,9365.15,332.04,31438.56,172223.79
Fiscal,2015,17729,44578.15,0,0,44578.15,3056.87,9507.97,3455.79,16020.63,60598.78
Calendar,2014,11817,44583.81,0,0,44583.81,11279.21,13054.94,3214.33,27548.48,72132.29
Calendar,2013,23094,71820.01,504.06,7801.85,80125.92,14761.77,12918.24,6524.51,34204.52,114330.44
Fiscal,2013,48362,76535.3,21135.05,27262.64,124932.99,15014.83,12801.79,9419.29,37235.91,162168.9
Fiscal,2016,53772,26678.99,5223.83,872.13,32774.95,6452.54,8393.85,2427.45,17273.84,50048.79
Fiscal,2015,600,152950.71,0,0,152950.71,33557.4,12500.56,18081.24,64139.2,217089.91
Fiscal,2015,23039,47909.83,175.88,0,48085.71,12360.79,12500.56,3808.81,28670.16,76755.87
Calendar,2015,21917,117140.97,54487.9,14172.94,185801.81,23164.17,12424.5,3169.48,38758.15,224559.96
Fiscal,2014,24603,53579.43,7378.28,633.24,61590.95,13131.18,12512.55,5057.32,30701.05,92292
Fiscal,2014,31284,4066,0,754.53,4820.53,1110.84,958.82,420.75,2490.41,7310.94
Calendar,2015,7698,47136.39,0,4082.81,51219.2,10777.64,10392.91,4144.87,25315.42,76534.62
Calendar,2014,33480,60422.41,1043.96,746.96,62213.33,13375.8,12753.67,5119.91,31249.38,93462.71
Fiscal,2013,39935,108323.63,2069.65,21925.07,132318.35,23584.38,11773.95,9770.48,45128.81,177447.16
Fiscal,2016,31129,2483.33,0,0,2483.33,462.15,336.71,173.23,972.09,3455.42
Fiscal,2014,9458,-195.1,0,2326.57,2131.47,-40.41,0,162.57,122.16,2253.63
Calendar,2015,19849,105576,26869.32,11246.5,143691.82,22245.32,12424.5,10170.52,44840.34,188532.16
Calendar,2015,33339,153919.8,0,250,154169.8,30965.99,11182.06,10221.9,52369.95,206539.75
Fiscal,2016,27642,6006,0,0,6006,0,1646.07,481.29,2127.36,8133.36
Fiscal,2016,44503,67429.26,0,125,67554.26,12548.59,12782.55,5235.11,30566.25,98120.51
Fiscal,2014,29536,93400.26,4596.56,15769.6,113766.42,20292.44,12548.5,1876.14,34717.08,148483.5
Calendar,2014,17283,22865,0,63458.43,86323.43,4771.14,2510.57,8.37,7290.08,93613.51
Fiscal,2015,43673,80503.2,9925.7,4137.03,94565.93,18744.14,12500.56,7538.73,38783.43,133349.36
Fiscal,2014,9051,96243.9,0,1100,97343.9,20753.73,12512.41,7540.96,40807.1,138151
Fiscal,2015,34201,51753.39,0,1620,53373.39,11926.8,10645.76,4407.54,26980.1,80353.49
Calendar,2013,11558,26559,7869.21,590,35018.21,4943.85,4306.07,2780.46,12030.38,47048.59
Calendar,2015,38928,2181,0,0,2181,405.88,477.87,167.68,1051.43,3232.43
Fiscal,2013,46835,77848.56,33391.67,6391.97,117632.2,14477.64,12875.64,9188.1,36541.38,154173.58
Fiscal,2013,40145,48935.82,0,3890.84,52826.66,10589.81,12396.81,4275.28,27261.9,80088.56
Fiscal,2015,43086,82497.66,27856.35,6059.62,116413.63,19034.32,12452.66,9288.35,40775.33,157188.96
Calendar,2013,30017,115057.48,19749.21,26730.06,161536.75,24906.8,15532.58,2636.84,43076.22,204612.97
Calendar,2014,52738,150944.06,0,0,150944.06,32241.64,11601.95,18987.87,62831.46,213775.52
Calendar,2015,30017,113233.6,63845.7,26898.54,203977.84,25362.48,15196.12,3423.64,43982.24,247960.08
Fiscal,2016,52999,179625.51,0,0,179625.51,32566.04,13068.8,19045.46,64680.3,244305.81
Fiscal,2014,12956,118631.3,7300.72,7291.09,133223.11,24271.76,12410.67,2213.71,38896.14,172119.25
Fiscal,2016,18359,1519.16,0,0,1519.16,0,317.99,117.91,435.9,1955.06
Fiscal,2014,12527,168872.8,0,1250,170122.8,35419.53,12512.55,10333.07,58265.15,228387.95
Fiscal,2015,2720,71162.87,0,0,71162.87,15961.83,12458.64,5785.3,34205.77,105368.64
Calendar,2015,7552,66834.82,9456.75,4166,80457.57,19384.67,13166.8,6156.58,38708.05,119165.62
Calendar,2015,33711,52713.41,0,3707.32,56420.73,12625.17,12424.5,4574.85,29624.52,86045.25
Fiscal,2013,34842,62859.48,0,0,62859.48,11446.71,12768.37,5179.75,29394.83,92254.31
Calendar,2015,53115,118427.03,0,0,118427.03,23833.76,12424.5,17059.57,53317.83,171744.86
Calendar,2015,32145,18356.02,0,1068.25,19424.27,1801.59,7957.06,1571.86,11330.51,30754.78
Calendar,2013,393,69094.18,17909.91,4106.34,91110.43,19760.84,13998.3,7077.52,40836.66,131947.09
Fiscal,2013,249,95368,0,0,95368,17366.45,12801.79,7907.51,38075.75,133443.75
Fiscal,2013,3652,42724.04,0,25,42749.04,8853.25,12801.79,3503.15,25158.19,67907.23
